Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2018-09-10,265.2799987792969,265.57000732421875,264.510009765625,264.67999267578125,242.631103515625,2832700,VOO
2018-09-11,264.0299987792969,266.04998779296875,263.67999267578125,265.67999267578125,243.5478973388672,3420400,VOO
2018-09-12,265.6099853515625,266.260009765625,264.8299865722656,265.7099914550781,243.57533264160156,3019800,VOO
2018-09-13,266.7799987792969,267.4200134277344,266.4700012207031,267.2200012207031,244.95953369140625,2087500,VOO
2018-09-14,267.4700012207031,267.6199951171875,266.4700012207031,267.3599853515625,245.08787536621094,1861000,VOO
2018-09-17,267.2200012207031,267.260009765625,265.5899963378906,265.8500061035156,243.7036590576172,2515300,VOO
2018-09-18,266.1000061035156,267.9200134277344,266.0899963378906,267.29998779296875,245.0329132080078,1823600,VOO
2018-09-19,267.3500061035156,268.0299987792969,267.2300109863281,267.6000061035156,245.3079376220703,2077500,VOO
2018-09-20,268.8900146484375,270.1000061035156,268.7900085449219,269.75,247.27880859375,3349700,VOO
2018-09-21,270.54998779296875,270.6700134277344,269.3699951171875,269.55999755859375,247.10462951660156,1352500,VOO
2018-09-24,268.92999267578125,269.07000732421875,268.0199890136719,268.6600036621094,246.2796630859375,2070900,VOO
2018-09-25,269.1000061035156,269.1700134277344,268.1499938964844,268.3299865722656,245.97702026367188,2360400,VOO
2018-09-26,267.32000732421875,268.5400085449219,265.95001220703125,266.3399963378906,245.2560577392578,2568400,VOO
2018-09-27,266.8800048828125,268.239990234375,266.6000061035156,267.0799865722656,245.93746948242188,3077500,VOO
2018-09-28,266.5,267.6499938964844,266.42999267578125,267.04998779296875,245.9098663330078,1774300,VOO
2018-10-01,268.4599914550781,269.17999267578125,267.3900146484375,268.0400085449219,246.82151794433594,1968800,VOO
2018-10-02,267.9700012207031,268.6700134277344,267.54998779296875,268.010009765625,246.79388427734375,3034100,VOO
2018-10-03,269.0199890136719,269.4700012207031,267.7200012207031,268.239990234375,247.00564575195312,2505800,VOO
2018-10-04,267.57000732421875,267.6600036621094,264.3699951171875,266.0400085449219,244.97984313964844,5004400,VOO
2018-10-05,266.19000244140625,266.7699890136719,263.0199890136719,264.5400085449219,243.59857177734375,2564700,VOO
2018-10-08,263.7699890136719,264.8500061035156,262.3800048828125,264.4700012207031,243.53408813476562,3219600,VOO
2018-10-09,264.1000061035156,265.45001220703125,263.54998779296875,264.1300048828125,243.22103881835938,2078000,VOO
2018-10-10,263.6199951171875,263.6199951171875,255.3699951171875,255.60000610351562,235.36627197265625,5803900,VOO
2018-10-11,254.80999755859375,256.2900085449219,248.4499969482422,250.22000122070312,230.41217041015625,9037000,VOO
2018-10-12,254.38999938964844,254.63999938964844,250.3000030517578,253.60000610351562,233.5246124267578,7116700,VOO
2018-10-15,253.19000244140625,254.55999755859375,252.0399932861328,252.2100067138672,232.24464416503906,3306200,VOO
2018-10-16,254.13999938964844,258.1000061035156,253.6999969482422,257.5799865722656,237.1894989013672,3308500,VOO
2018-10-17,257.75,258.3399963378906,255.07000732421875,257.6700134277344,237.27243041992188,2845800,VOO
2018-10-18,256.75,257.3500061035156,252.69000244140625,254.0500030517578,233.93896484375,3046800,VOO
2018-10-19,254.6699981689453,256.6199951171875,253.14999389648438,253.85000610351562,233.75482177734375,2684200,VOO
2018-10-22,254.5500030517578,254.86000061035156,252.1699981689453,252.8000030517578,232.7879180908203,2102000,VOO
2018-10-23,249.0,252.5800018310547,246.83999633789062,251.27999877929688,231.38824462890625,5206500,VOO
2018-10-24,251.19000244140625,251.5500030517578,243.25,243.77999877929688,224.4819793701172,4065700,VOO
2018-10-25,245.7100067138672,249.7899932861328,244.6699981689453,248.14999389648438,228.50601196289062,4443800,VOO
2018-10-26,244.33999633789062,246.97999572753906,241.0399932861328,243.75999450683594,224.4635009765625,5278700,VOO
2018-10-29,247.02999877929688,248.35000610351562,238.7899932861328,242.5,223.30328369140625,5126200,VOO
2018-10-30,242.30999755859375,246.3800048828125,241.8000030517578,246.2100067138672,226.71958923339844,3619100,VOO
2018-10-31,248.72000122070312,251.0800018310547,248.27000427246094,248.7899932861328,229.09535217285156,4073400,VOO
2018-11-01,249.6300048828125,251.5399932861328,248.4600067138672,251.3699951171875,231.4711456298828,2870700,VOO
2018-11-02,252.44000244140625,252.89999389648438,247.75,249.80999755859375,230.0346221923828,3184500,VOO
2018-11-05,250.32000732421875,251.7899932861328,249.38999938964844,251.22999572753906,231.3421630859375,1912100,VOO
2018-11-06,251.17999267578125,252.97999572753906,251.1199951171875,252.82000732421875,232.8063507080078,2255200,VOO
2018-11-07,255.07000732421875,258.32000732421875,254.64999389648438,258.1600036621094,237.72361755371094,3090800,VOO
2018-11-08,257.489990234375,258.44000244140625,256.6499938964844,257.7200012207031,237.3184356689453,2466900,VOO
2018-11-09,256.5,256.6400146484375,253.80999755859375,255.33999633789062,235.12684631347656,3078700,VOO
2018-11-12,254.69000244140625,254.9600067138672,249.9499969482422,250.41000366210938,230.5871124267578,2710200,VOO
2018-11-13,250.9600067138672,253.00999450683594,249.27999877929688,249.99000549316406,230.2003936767578,3097000,VOO
2018-11-14,251.9600067138672,252.33999633789062,246.66000366210938,248.27999877929688,228.62570190429688,3619900,VOO
2018-11-15,247.02000427246094,251.38999938964844,245.42999267578125,250.85000610351562,230.99229431152344,3911900,VOO
2018-11-16,249.77000427246094,252.47000122070312,249.25999450683594,251.49000549316406,231.58163452148438,2342800,VOO
2018-11-19,250.94000244140625,251.2100067138672,246.35000610351562,247.32000732421875,227.74172973632812,2973700,VOO
2018-11-20,243.83999633789062,245.32000732421875,241.8300018310547,242.77000427246094,223.55194091796875,5000900,VOO
2018-11-21,244.24000549316406,245.44000244140625,243.52000427246094,243.5800018310547,224.29779052734375,2425500,VOO
2018-11-23,241.8000030517578,243.35000610351562,241.72999572753906,242.00999450683594,222.85208129882812,830900,VOO
2018-11-26,244.22999572753906,245.83999633789062,243.85000610351562,245.8000030517578,226.34205627441406,2498500,VOO
2018-11-27,244.72999572753906,246.60000610351562,244.1199951171875,246.57000732421875,227.05111694335938,2849700,VOO
2018-11-28,247.72000122070312,252.3300018310547,246.75,252.3300018310547,232.3551025390625,3723300,VOO
2018-11-29,251.5399932861328,253.25,250.36000061035156,251.80999755859375,231.8762969970703,3279400,VOO
2018-11-30,251.63999938964844,253.94000244140625,251.35000610351562,253.47999572753906,233.41409301757812,2992800,VOO
2018-12-03,257.6499938964844,257.739990234375,255.05999755859375,256.6099853515625,236.2963104248047,3943500,VOO
2018-12-04,255.85000610351562,256.2699890136719,248.05999755859375,248.64999389648438,228.9664306640625,3837400,VOO
2018-12-06,244.4199981689453,248.08999633789062,241.1300048828125,248.02000427246094,228.38633728027344,7712700,VOO
2018-12-07,247.6300048828125,249.24000549316406,241.3699951171875,242.25999450683594,223.08224487304688,3928400,VOO
2018-12-10,242.0,243.6199951171875,237.6199951171875,242.5500030517578,223.34934997558594,5983700,VOO
2018-12-11,245.9499969482422,246.1199951171875,241.19000244140625,242.6199951171875,223.413818359375,4543200,VOO
2018-12-12,245.8000030517578,247.16000366210938,243.85000610351562,243.9600067138672,224.647705078125,4117000,VOO
2018-12-13,244.86000061035156,245.75999450683594,242.6999969482422,243.8800048828125,224.5740203857422,2610800,VOO
2018-12-14,241.64999389648438,242.6300048828125,238.77000427246094,239.3800048828125,220.4302520751953,5088500,VOO
2018-12-17,237.05999755859375,238.22000122070312,231.67999267578125,233.22999572753906,215.92982482910156,6127200,VOO
2018-12-18,235.0,235.67999267578125,231.47999572753906,233.13999938964844,215.8465118408203,4691400,VOO
2018-12-19,233.2100067138672,237.0,227.77999877929688,229.4199981689453,212.40240478515625,8215600,VOO
2018-12-20,228.35000610351562,229.89999389648438,223.5399932861328,225.64999389648438,208.91209411621094,12141900,VOO
2018-12-21,226.74000549316406,229.4600067138672,220.57000732421875,221.16000366210938,204.7551727294922,11811600,VOO
2018-12-24,219.74000549316406,220.8000030517578,215.07000732421875,215.07000732421875,199.11688232421875,8493500,VOO
2018-12-26,216.8800048828125,226.10000610351562,214.8300018310547,225.9499969482422,209.18983459472656,11598000,VOO
2018-12-27,222.9600067138672,228.1199951171875,219.60000610351562,228.0500030517578,211.13406372070312,9578400,VOO
2018-12-28,229.32000732421875,231.07000732421875,226.52000427246094,227.75999450683594,210.86557006835938,7436100,VOO
2018-12-31,229.30999755859375,229.97000122070312,227.4499969482422,229.80999755859375,212.76356506347656,6683900,VOO
2019-01-02,226.17999267578125,230.85000610351562,226.02000427246094,229.99000549316406,212.93016052246094,4891300,VOO
2019-01-03,228.10000610351562,228.4199981689453,223.97000122070312,224.5,207.847412109375,3329600,VOO
2019-01-04,227.5399932861328,232.6199951171875,227.14999389648438,231.91000366210938,214.70774841308594,5100100,VOO
2019-01-07,232.2899932861328,235.22999572753906,231.32000732421875,233.64999389648438,216.31869506835938,3706000,VOO
2019-01-08,236.0500030517578,236.4600067138672,233.42999267578125,235.9199981689453,218.4202880859375,3546600,VOO
2019-01-09,236.7100067138672,237.94000244140625,235.4600067138672,237.00999450683594,219.42942810058594,4565000,VOO
2019-01-10,235.64999389648438,238.1699981689453,234.85000610351562,238.0,220.3460235595703,2813500,VOO
2019-01-11,236.85000610351562,238.0,236.24000549316406,237.88999938964844,220.2441864013672,2551000,VOO
2019-01-14,236.10000610351562,237.38999938964844,235.69000244140625,236.5800018310547,219.0313262939453,2653400,VOO
2019-01-15,236.97000122070312,239.58999633789062,236.97000122070312,239.35000610351562,221.59585571289062,5103700,VOO
2019-01-16,239.72000122070312,240.77000427246094,239.52000427246094,239.8800048828125,222.0865478515625,4066700,VOO
2019-01-17,239.0,242.5500030517578,238.9499969482422,241.6699981689453,223.7437744140625,3059000,VOO
2019-01-18,243.55999755859375,245.3699951171875,242.75999450683594,244.9199981689453,226.75271606445312,4943300,VOO
2019-01-22,243.38999938964844,243.5800018310547,239.97000122070312,241.66000366210938,223.73455810546875,5786300,VOO
2019-01-23,242.67999267578125,243.33999633789062,239.5800018310547,242.02000427246094,224.06784057617188,3076400,VOO
2019-01-24,241.89999389648438,242.82000732421875,240.91000366210938,242.25999450683594,224.2899932861328,2197100,VOO
2019-01-25,244.11000061035156,245.11000061035156,243.6699981689453,244.32000732421875,226.1972198486328,3677500,VOO
2019-01-28,242.08999633789062,242.49000549316406,240.6300048828125,242.42999267578125,224.44741821289062,2407800,VOO
2019-01-29,242.5500030517578,243.1199951171875,241.27000427246094,242.1300048828125,224.16966247558594,2436900,VOO
2019-01-30,243.66000366210938,246.77999877929688,242.8800048828125,245.9600067138672,227.715576171875,6028400,VOO
2019-01-31,245.86000061035156,248.52999877929688,245.67999267578125,248.00999450683594,229.613525390625,5308100,VOO
2019-02-01,248.30999755859375,249.2899932861328,247.4600067138672,248.22000122070312,229.8079376220703,3718500,VOO
2019-02-04,248.3000030517578,250.02000427246094,247.58999633789062,249.99000549316406,231.44667053222656,2541700,VOO
2019-02-05,250.44000244140625,251.3300018310547,249.9199981689453,251.10000610351562,232.4743194580078,3613300,VOO
2019-02-06,250.75,251.22000122070312,249.9499969482422,250.7899932861328,232.18731689453125,2052200,VOO
2019-02-07,249.0399932861328,249.5800018310547,246.6199951171875,248.3300018310547,229.90980529785156,3907800,VOO
2019-02-08,247.00999450683594,248.7100067138672,246.1999969482422,248.64999389648438,230.20602416992188,2512600,VOO
2019-02-11,249.27999877929688,249.50999450683594,248.22000122070312,248.77999877929688,230.32635498046875,2986600,VOO
2019-02-12,250.3800048828125,252.36000061035156,250.33999633789062,252.0,233.3075408935547,5980500,VOO
2019-02-13,252.82000732421875,253.66000366210938,252.38999938964844,252.75999450683594,234.0111541748047,3569100,VOO
2019-02-14,251.64999389648438,253.36000061035156,250.8300018310547,252.1999969482422,233.49270629882812,3247800,VOO
2019-02-15,254.02999877929688,255.0,253.80999755859375,254.97999572753906,236.0664825439453,2806600,VOO
2019-02-19,254.14999389648438,256.0899963378906,254.14999389648438,255.4199981689453,236.47384643554688,2509300,VOO
2019-02-20,255.41000366210938,256.3800048828125,254.88999938964844,256.010009765625,237.0201416015625,2156300,VOO
2019-02-21,255.3300018310547,255.63999938964844,254.0399932861328,255.0800018310547,236.1591033935547,2020000,VOO
2019-02-22,255.69000244140625,256.80999755859375,255.4499969482422,256.6099853515625,237.57559204101562,2119400,VOO
2019-02-25,258.0899963378906,258.6099853515625,256.8800048828125,256.989990234375,237.92739868164062,2941300,VOO
2019-02-26,256.54998779296875,257.6400146484375,256.4100036621094,256.79998779296875,237.75148010253906,4629600,VOO
2019-02-27,256.05999755859375,257.0199890136719,255.10000610351562,256.6700134277344,237.63116455078125,2136400,VOO
2019-02-28,256.4200134277344,256.8800048828125,255.85000610351562,256.07000732421875,237.07565307617188,2207000,VOO
2019-03-01,257.80999755859375,258.2099914550781,256.3299865722656,257.8299865722656,238.705078125,2867000,VOO
2019-03-04,258.8699951171875,259.1000061035156,254.49000549316406,256.8399963378906,237.78854370117188,3384200,VOO
2019-03-05,256.989990234375,257.1700134277344,255.9600067138672,256.5400085449219,237.5107879638672,2475900,VOO
2019-03-06,256.6199951171875,256.6199951171875,254.60000610351562,254.89999389648438,235.99244689941406,2514900,VOO
2019-03-07,254.47999572753906,254.60000610351562,251.9499969482422,252.85000610351562,234.09446716308594,6441200,VOO
2019-03-08,250.8800048828125,252.4499969482422,250.33999633789062,252.33999633789062,233.62232971191406,4522300,VOO
2019-03-11,253.0399932861328,256.1199951171875,253.02000427246094,256.0199890136719,237.02935791015625,1884200,VOO
2019-03-12,256.5199890136719,257.4599914550781,256.3699951171875,256.92999267578125,237.8718719482422,2271900,VOO
2019-03-13,257.8399963378906,259.5899963378906,257.69000244140625,258.67999267578125,239.4920196533203,1974300,VOO
2019-03-14,258.67999267578125,259.1199951171875,258.0400085449219,258.5899963378906,239.40870666503906,1557500,VOO
2019-03-15,259.0199890136719,260.57000732421875,258.8699951171875,259.8500061035156,240.57528686523438,3151200,VOO
2019-03-18,260.0,260.989990234375,259.7699890136719,260.7799987792969,241.43629455566406,1830000,VOO
2019-03-19,261.80999755859375,262.5899963378906,259.8800048828125,260.8599853515625,241.51031494140625,4061800,VOO
2019-03-20,260.5400085449219,261.7699890136719,258.8399963378906,259.92999267578125,240.64927673339844,3415200,VOO
2019-03-21,257.67999267578125,261.8599853515625,257.67999267578125,261.42999267578125,243.40054321289062,2968300,VOO
2019-03-22,260.07000732421875,260.6099853515625,256.3699951171875,256.4599914550781,238.77330017089844,4317400,VOO
2019-03-25,256.0899963378906,257.2799987792969,254.9499969482422,256.2300109863281,238.55917358398438,2893600,VOO
2019-03-26,258.010009765625,259.1199951171875,256.7300109863281,258.0799865722656,240.2815399169922,3177600,VOO
2019-03-27,258.1499938964844,258.7300109863281,255.22999572753906,256.8800048828125,239.164306640625,2714300,VOO
2019-03-28,257.45001220703125,258.2200012207031,256.2699890136719,257.8800048828125,240.09536743164062,1716700,VOO
2019-03-29,259.3399963378906,259.7200012207031,258.17999267578125,259.5400085449219,241.6409149169922,2831100,VOO
2019-04-01,261.4599914550781,262.7799987792969,261.19000244140625,262.5299987792969,244.42471313476562,3303900,VOO
2019-04-02,262.6700134277344,262.8500061035156,261.80999755859375,262.6199951171875,244.50845336914062,1512600,VOO
2019-04-03,263.8699951171875,264.25,262.3999938964844,263.1099853515625,244.96470642089844,1933900,VOO
2019-04-04,263.3699951171875,263.9599914550781,262.6700134277344,263.739990234375,245.55120849609375,1738500,VOO
2019-04-05,264.4200134277344,265.05999755859375,264.1199951171875,265.010009765625,246.733642578125,1505000,VOO
2019-04-08,264.57000732421875,265.30999755859375,263.9100036621094,265.239990234375,246.9477996826172,1720100,VOO
2019-04-09,264.2200012207031,264.5400085449219,263.2900085449219,263.8299865722656,245.63499450683594,2016900,VOO
2019-04-10,264.25,264.8399963378906,263.8500061035156,264.739990234375,246.4822540283203,2990600,VOO
2019-04-11,265.239990234375,265.239990234375,264.0899963378906,264.69000244140625,246.4357147216797,1567700,VOO
2019-04-12,266.3299865722656,266.7699890136719,265.6300048828125,266.4800109863281,248.10227966308594,1903400,VOO
2019-04-15,266.57000732421875,266.6400146484375,265.4700012207031,266.29998779296875,247.93467712402344,1584500,VOO
2019-04-16,267.20001220703125,267.239990234375,265.8599853515625,266.489990234375,248.111572265625,2447700,VOO
2019-04-17,267.5899963378906,267.6099853515625,265.3999938964844,265.8399963378906,247.5064239501953,1872400,VOO
2019-04-18,266.44000244140625,266.6000061035156,265.0799865722656,266.3399963378906,247.97190856933594,2788900,VOO
2019-04-22,265.55999755859375,266.7099914550781,265.4700012207031,266.6000061035156,248.21401977539062,1126500,VOO
2019-04-23,266.9599914550781,269.19000244140625,266.7099914550781,268.8999938964844,250.35537719726562,2618300,VOO
2019-04-24,268.8900146484375,269.2099914550781,268.2300109863281,268.3699951171875,249.8618927001953,1393400,VOO
2019-04-25,268.2799987792969,268.8800048828125,266.9800109863281,268.2699890136719,249.76876831054688,1237400,VOO
2019-04-26,268.2799987792969,269.5400085449219,267.4599914550781,269.5,250.91403198242188,2172600,VOO
2019-04-29,269.55999755859375,270.4100036621094,269.4599914550781,269.8399963378906,251.2305145263672,1892500,VOO
2019-04-30,269.55999755859375,270.30999755859375,268.1099853515625,270.010009765625,251.38882446289062,2024600,VOO
2019-05-01,270.67999267578125,270.8699951171875,268.0,268.0400085449219,249.55471801757812,2669400,VOO
2019-05-02,267.8800048828125,268.79998779296875,265.92999267578125,267.510009765625,249.06124877929688,3009000,VOO
2019-05-03,268.9200134277344,270.32000732421875,268.70001220703125,270.04998779296875,251.4260711669922,1969000,VOO
2019-05-06,265.6499938964844,269.3599853515625,265.30999755859375,268.9800109863281,250.42979431152344,3966900,VOO
2019-05-07,266.4800109863281,267.0799865722656,262.4800109863281,264.6199951171875,246.3705291748047,4752500,VOO
2019-05-08,264.1400146484375,265.82000732421875,263.4700012207031,264.1000061035156,245.88641357421875,2662500,VOO
2019-05-09,261.94000244140625,263.8399963378906,260.20001220703125,263.2900085449219,245.13226318359375,3094800,VOO
2019-05-10,262.3699951171875,265.3800048828125,259.2699890136719,264.5199890136719,246.2774200439453,3131900,VOO
2019-05-13,259.3699951171875,260.3399963378906,257.07000732421875,258.0299987792969,240.23504638671875,5548200,VOO
2019-05-14,258.989990234375,261.82000732421875,258.8399963378906,260.2699890136719,242.3205108642578,4702600,VOO
2019-05-15,258.6300048828125,262.45001220703125,258.3999938964844,261.80999755859375,243.75430297851562,2444100,VOO
2019-05-16,262.4700012207031,265.6000061035156,262.45001220703125,264.2099914550781,245.98880004882812,3221500,VOO
2019-05-17,261.8900146484375,265.0199890136719,261.8599853515625,262.6099853515625,244.4991912841797,2719500,VOO
2019-05-20,260.8999938964844,262.1099853515625,260.0199890136719,260.82000732421875,242.83258056640625,2762600,VOO
2019-05-21,262.5,263.510009765625,262.25,263.0299987792969,244.89022827148438,2760500,VOO
2019-05-22,262.1199951171875,263.2900085449219,261.8699951171875,262.30999755859375,244.21986389160156,3421500,VOO
2019-05-23,260.0799865722656,260.1000061035156,257.67999267578125,259.239990234375,241.361572265625,3813200,VOO
2019-05-24,260.6000061035156,260.989990234375,259.05999755859375,259.69000244140625,241.78053283691406,1833100,VOO
2019-05-28,259.9599914550781,260.9599914550781,257.2900085449219,257.3599853515625,239.6112060546875,2565900,VOO
2019-05-29,256.1300048828125,256.5199890136719,254.10000610351562,255.58999633789062,237.96328735351562,4593500,VOO
2019-05-30,256.2799987792969,257.17999267578125,255.13999938964844,256.29998779296875,238.6243133544922,2977200,VOO
2019-05-31,253.6300048828125,254.49000549316406,252.77000427246094,252.8699951171875,235.4308319091797,3698600,VOO
2019-06-03,252.8300018310547,253.9600067138672,250.77000427246094,252.1199951171875,234.73260498046875,3825600,VOO
2019-06-04,254.47999572753906,257.760009765625,254.02999877929688,257.6700134277344,239.89987182617188,3536300,VOO
2019-06-05,259.239990234375,259.8800048828125,257.4200134277344,259.8500061035156,241.9295196533203,2646500,VOO
2019-06-06,260.1700134277344,262.260009765625,259.510009765625,261.5400085449219,243.50299072265625,2277500,VOO
2019-06-07,262.6199951171875,265.2900085449219,262.45001220703125,264.1499938964844,245.93287658691406,1877400,VOO
2019-06-10,265.760009765625,267.1000061035156,265.29998779296875,265.3900146484375,247.08743286132812,2845900,VOO
2019-06-11,267.25,267.6499938964844,264.69000244140625,265.3399963378906,247.04086303710938,1894500,VOO
2019-06-12,265.1199951171875,265.70001220703125,264.3599853515625,264.8399963378906,246.5753936767578,1711900,VOO
2019-06-13,265.82000732421875,266.3599853515625,265.1099853515625,266.0199890136719,247.67398071289062,1813700,VOO
2019-06-14,265.7099914550781,266.2900085449219,264.9100036621094,265.6199951171875,247.30154418945312,1203300,VOO
2019-06-17,265.94000244140625,266.55999755859375,265.6199951171875,265.8599853515625,247.5249786376953,1782500,VOO
2019-06-18,267.6499938964844,269.6600036621094,267.29998779296875,268.510009765625,249.99229431152344,2340700,VOO
2019-06-19,268.739990234375,269.7200012207031,267.760009765625,269.2200012207031,250.65330505371094,1684500,VOO
2019-06-20,271.94000244140625,272.19000244140625,269.7300109863281,271.7300109863281,252.9901885986328,3288100,VOO
2019-06-21,271.5299987792969,272.7900085449219,271.1700134277344,271.4100036621094,252.69227600097656,2226000,VOO
2019-06-24,271.5899963378906,271.9200134277344,270.8999938964844,271.05999755859375,252.366455078125,3518400,VOO
2019-06-25,271.1000061035156,271.1300048828125,268.2699890136719,268.3800048828125,249.87124633789062,2287100,VOO
2019-06-26,269.29998779296875,269.82000732421875,268.0199890136719,268.1199951171875,249.62913513183594,2988700,VOO
2019-06-27,267.489990234375,268.19000244140625,267.1700134277344,267.6700134277344,250.5051727294922,2054600,VOO
2019-06-28,268.70001220703125,269.54998779296875,268.17999267578125,269.1499938964844,251.89027404785156,2883300,VOO
2019-07-01,272.4599914550781,272.6499938964844,270.29998779296875,271.44000244140625,254.03335571289062,4497900,VOO
2019-07-02,271.4700012207031,272.25,270.6199951171875,272.2300109863281,254.7727508544922,3040700,VOO
2019-07-03,272.9100036621094,274.3699951171875,272.760009765625,274.32000732421875,256.7287292480469,2335800,VOO
2019-07-05,273.1400146484375,274.25,271.8599853515625,273.9700012207031,256.401123046875,3362500,VOO
2019-07-08,272.7900085449219,273.05999755859375,272.0299987792969,272.6000061035156,255.11903381347656,3131800,VOO
2019-07-09,271.3999938964844,273.2200012207031,271.3399963378906,272.94000244140625,255.4372100830078,2532900,VOO
2019-07-10,274.0199890136719,275.19000244140625,273.4599914550781,274.2099914550781,256.625732421875,2853200,VOO
2019-07-11,274.8699951171875,275.1099853515625,273.8500061035156,274.760009765625,257.1404724121094,2249400,VOO
2019-07-12,275.3900146484375,276.19000244140625,275.05999755859375,276.1099853515625,258.4039306640625,2932300,VOO
2019-07-15,276.5299987792969,276.54998779296875,275.7099914550781,276.17999267578125,258.46942138671875,1466200,VOO
2019-07-16,276.1199951171875,276.2699890136719,274.989990234375,275.2799987792969,257.6271667480469,1564000,VOO
2019-07-17,275.2799987792969,275.3999938964844,273.4200134277344,273.4200134277344,255.8863983154297,1758100,VOO
2019-07-18,272.9100036621094,274.7900085449219,272.4700012207031,274.4200134277344,256.82232666015625,3461100,VOO
2019-07-19,275.5199890136719,275.5400085449219,272.70001220703125,272.95001220703125,255.44656372070312,2319400,VOO
2019-07-22,273.32000732421875,274.1099853515625,272.7900085449219,273.6099853515625,256.0642395019531,1304100,VOO
2019-07-23,274.7099914550781,275.5,273.8900146484375,275.489990234375,257.82366943359375,1753000,VOO
2019-07-24,274.7799987792969,276.7900085449219,274.6700134277344,276.760009765625,259.01220703125,1669900,VOO
2019-07-25,276.4100036621094,276.4100036621094,274.67999267578125,275.4100036621094,257.7488098144531,1874200,VOO
2019-07-26,276.20001220703125,277.54998779296875,276.1000061035156,277.3800048828125,259.5924072265625,1796900,VOO
2019-07-29,277.2300109863281,277.2699890136719,276.260009765625,276.8800048828125,259.12451171875,2925900,VOO
2019-07-30,275.45001220703125,276.55999755859375,275.0400085449219,276.2099914550781,258.4974365234375,1751100,VOO
2019-07-31,276.3900146484375,276.6099853515625,271.07000732421875,273.0799865722656,255.56817626953125,4910000,VOO
2019-08-01,273.2799987792969,276.2799987792969,269.94000244140625,270.7900085449219,253.42510986328125,6921000,VOO
2019-08-02,269.8900146484375,270.0799865722656,267.1499938964844,268.80999755859375,251.57199096679688,5310400,VOO
2019-08-05,264.57000732421875,264.67999267578125,258.70001220703125,260.8800048828125,244.1505889892578,7354000,VOO
2019-08-06,262.5299987792969,264.4700012207031,261.05999755859375,264.239990234375,247.29505920410156,4366800,VOO
2019-08-07,261.1600036621094,265.2300109863281,258.989990234375,264.4200134277344,247.46359252929688,4261200,VOO
